1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56
Identifier,Key_Value_Driver,KVDName,Client,Country,Product,Channel,Parent_Category,Child_Category,Metrics,MonthCY,MonthLY,MTDCYplan,MTDDifferenceActuals,MTDDev%Actuals,Deviation metrics,3 mnths Avg CY,3 mnths Avg LY,Dev %,YTD 2015,YTD 2014,PlanYTD2015,DifferenceYTDActuals,YTDDev %Actuals,MTDDifferenceplan,MTDDev%plan,YTDDifferencePlan,YTDDev%plan,month,month-1,month-2,month-3,month-4,month-5,month-6,month-7,month-8,month-9,month-10,month-11,month-12,month-13,month-14,month-15,month-16,month-17,month-18,month-19,month-20,month-21,month-22,month-23,month-24,,,
Fortuna#PlayerChurnRate#PL#NA#Overall,Player Churn Rate,PlayerChurnRate,Fortuna,PL,NA,Overall,,,%,-3.60%,-3.50%,-5.70%,0,4.40%,Positive,-0.04,0.05,-184.90%,3.00%,2.50%,3.00%,0,19.80%,0.02,-35.70%,0,0.40%,-3.60%,-10.30%,2.00%,17.00%,9.30%,6.20%,1.80%,-2.30%,6.90%,8.10%,2.00%,-3.10%,-3.50%,1.60%,16.00%,-6.90%,9.90%,7.60%,2.00%,-4.00%,,0,0,0,0,,,
Fortuna#PlayerFrequency#PL#NA#Overall,Player Frequency,PlayerFrequency,Fortuna,PL,NA,Overall,,,Ratio,10.3,10.29,N/A,0.01,0.00%,Positive,10.22,10.11,1.10%,10.52,10.27,N/A,0.25,2.40%,N/A,N/A,N/A,N/A,10.3,10.29,10.09,9.51,10.85,10.87,11.16,10.32,10.98,10.81,10.33,10.64,10.29,10.59,9.46,9.23,10.25,10.48,10.87,10.29,10.96,0,0,0,0,,,
Fortuna#MultiChannelIndex#PL#NA#Overall,Multi Channel Index,MultiChannelIndex,Fortuna,PL,NA,Overall,Average Revenue per User,Customer Frequency,Ratio,1.06,1.04,N/A,0.02,1.90%,Positive,1.05,1.03,1.90%,9.48,9.3,N/A,0.18,1.90%,N/A,N/A,N/A,N/A,1.06,1.05,1.05,1.05,1.06,1.06,1.05,1.05,1.05,1.05,1.04,1.04,1.04,1.03,1.03,1.04,1.03,1.03,1.03,1.03,1.03,0.39,0.24,0.21,0.37,,,
Fortuna#BonusCost#PL#NA#Overall,Bonus Cost,BonusCost,Fortuna,PL,NA,Overall,,,PLN,-227662.19,-192222.2,-195596.62,-35439.99,18.40%,Negative,230023.36,174059.85,32.20%,-1959226.12,-1404267.38,-1751626.46,-554958.74,39.50%,-32065.57,16.40%,-207599.66,11.90%,227662.19,224393.01,238014.89,187622.71,226210.41,270029.48,228362.43,202545.61,154385.39,390938.68,249087.28,179157.68,192222.2,114599.03,215358.33,159711.9,126479.18,124953.75,204530.14,140334.75,126078.1,17077574.89,19392622.07,17120382.12,15499604.21,,,
Fortuna#BonusCostAs%OfNetGrossWin#PL#NA#Overall,Bonus Cost As % Of Net Gross Win,BonusCostAs%OfNetGrossWin,Fortuna,PL,NA,Overall,Customer Model,Customer Model,%,2.20%,2.70%,2.20%,0,-17.40%,Negative,0.03,0.03,0.70%,2.97%,2.28%,2.68%,0.01,30.30%,0,0.90%,0,10.80%,2.24%,2.46%,3.25%,3.71%,2.85%,6.33%,3.67%,2.46%,2.01%,6.35%,3.16%,2.42%,2.71%,1.31%,3.88%,1.96%,1.75%,3.68%,2.38%,2.02%,2.11%,27990,27837,25949,24084,,,
Fortuna#BonusCostPerActiveCustomer#PL#NA#Overall,Bonus Cost Per Active Customer,BonusCostPerActiveCustomer,Fortuna,PL,NA,Overall,Customer Model,Customer Model,PLN,4.89,4.69,-4.32,0.2,4.30%,Positive,5.48,4.44,23.40%,4.95,3.79,4.51,1.17,30.80%,9.21,-213.30%,0.44,9.80%,4.89,5.2,6.29,4.96,5.08,5.71,4.75,4.34,3.55,8.75,5.43,4.08,4.69,2.98,5.66,3.62,3.23,2.95,4.63,3.23,3.16,0,0,0,0,,,
Fortuna#AcquisitionAs%OfTotalBonus#PL#NA#Overall,Acquisition As % Of Total Bonus,AcquisitionAs%OfTotalBonus,Fortuna,PL,NA,Overall,Average Revenue per User,Customer Reinvestment Rate,%,23.50%,9.10%,34.70%,0.14,160.00%,Positive,0.25,0.11,127.00%,27.14%,21.01%,30.70%,0.06,29.20%,-0.11,-32.10%,-0.04,-11.70%,23.50%,28.00%,23.70%,22.10%,26.20%,32.50%,23.20%,23.90%,30.40%,39.20%,25.10%,12.60%,9.10%,12.40%,11.00%,13.40%,9.70%,15.70%,18.40%,22.60%,17.20%,28146800.00%,29836900.00%,27157400.00%,25810300.00%,,,
Fortuna#RetentionBonusAs%OfTotalBonus#PL#NA#Overall,Retention Bonus As % Of Total Bonus,RetentionBonusAs%OfTotalBonus,Fortuna,PL,NA,Overall,Average Revenue per User,Customer Reinvestment Rate,%,38.00%,22.40%,30.70%,0.16,69.20%,Positive,0.32,0.24,34.50%,32.07%,37.79%,30.00%,-0.06,-15.10%,0.07,23.80%,0.02,7.00%,38.00%,35.10%,29.80%,30.60%,31.60%,29.70%,34.60%,32.20%,14.40%,40.00%,26.70%,21.00%,22.40%,15.20%,33.40%,32.20%,23.10%,19.40%,21.90%,46.90%,18.60%,22929.90%,15883.50%,13426.60%,22966.60%,,,
Fortuna#MarketingSpend#PL#NA#Overall,Marketing Spend,MarketingSpend,Fortuna,PL,NA,Overall,,,PLN,-827654.61,-705732.79,-724700,-121921.82,17.30%,Negative,725043.54,648824.03,11.70%,-6547862.07,-5515494.74,-6528368.77,-1032367.33,18.70%,-102954.61,14.20%,-19493.3,0.30%,827654.61,689605.79,683152.43,802372.4,742158.38,738249.69,720343,674878.72,669447.05,829152.14,644336.17,609878.13,705732.79,598471.38,642267.91,617297.89,655801.39,550797.9,613762.24,598750.23,532613.01,60.67,65,63.04,60.05,,,
Fortuna#MarketingSpendNon-Affiliate#PL#NA#Overall,Marketing Spend Non-Affiliate,MarketingSpendNon-Affiliate,Fortuna,PL,NA,Overall,Active Users,New Customers,PLN,793173.2,695253.43,-770300,97919.77,14.10%,Positive,684670.21,616214.06,11.10%,6302663.51,5341199.62,-6800326.26,961463.89,18.00%,1563473.2,-203.00%,13102989.77,-192.70%,793173.2,655136.14,641619.02,757255.47,710463.76,727704.64,703394.93,666455.72,647460.63,824895.29,630525.68,595995.06,695253.43,576984.46,576404.28,594602.83,641752.53,576579.24,587822.24,584782.92,507017.69,9310101.15,10994289.22,9548902.39,8475617.84,,,
Fortuna#MarketingSpendAffiliate#PL#NA#Overall,Marketing Spend Affiliate,MarketingSpendAffiliate,Fortuna,PL,NA,Overall,Active Users,New Customers,PLN,34481.41,10479.36,45600,24002.05,229.00%,Positive,40373.33,32609.97,23.80%,245198.56,174295.12,271957.49,70903.44,40.70%,-11118.59,-24.40%,-26758.93,-9.80%,34481.41,34469.65,41533.41,45116.93,31694.62,10545.05,16948.07,8423,21986.42,4256.85,13810.49,13883.07,10479.36,21486.92,65863.63,22695.06,14048.86,-25781.34,25940,13967.31,25595.32,7670145.25,7890630.9,7395455.95,7234521.21,,,
Fortuna#AffiliateCostAs%OfNetGrossWin#PL#NA#Overall,Affiliate Cost As % Of Net Gross Win,AffiliateCostAs%OfNetGrossWin,Fortuna,PL,NA,Overall,Active Users,New Customers,%,0,0,N/A,0,129.40%,Positive,0.01,0.01,16.40%,3.50%,2.20%,N/A,0.01,56.60%,N/A,N/A,N/A,N/A,0.30%,0.40%,0.60%,0.90%,0.40%,0.20%,0.30%,0.10%,0.30%,0.10%,0.20%,0.20%,0.10%,0.20%,1.20%,0.30%,0.20%,-0.80%,0.30%,0.20%,0.40%,69.00%,71.10%,69.80%,68.20%,,,
Fortuna#AverageCostPerAcquisition(CPA)#PL#NA#Overall,Average Cost Per Acquisition (CPA),AverageCostPerAcquisition(CPA),Fortuna,PL,NA,Overall,Active Users,New Customers,PLN,480.25,628.27,N/A,-148.02,-23.60%,Negative,812.1,642.21,26.50%,4845.51,4367.7,N/A,477.82,10.90%,N/A,N/A,N/A,N/A,480.25,549.58,926.72,960.01,500.62,372.57,344.02,320.47,391.27,389.71,254.36,366.23,628.27,606.01,692.35,274.62,711.5,376.76,408.93,334.11,335.13,0.55,0.58,0.56,0.54,,,
Fortuna#PVToCPAratio(24monthsvalue)#PL#NA#Overall,PV To CPA ratio (24 months value),PVToCPAratio(24monthsvalue),Fortuna,PL,NA,Overall,Average Revenue per User,Customer Mix,Ratio,3.81,2.5,N/A,1.31,52.40%,Positive,2.67,2.48,7.70%,34.43,26.4,N/A,8.03,30.40%,N/A,N/A,N/A,N/A,3.81,2.54,3.14,2.33,3.39,3.48,3.99,4.72,7.02,4.52,7.71,3.79,2.5,3.32,1.63,4.48,2.52,2.04,3.08,3.4,3.43,0.45,0.42,0.44,0.46,,,
Fortuna#PlayerValueM1#PL#NA#Overall,Player Value M1,PlayerValueM1,Fortuna,PL,NA,Overall,Average Revenue per User,Customer Mix,PLN,130.34,111.8,N/A,18.54,16.60%,Positive,155.47,111.67,39.20%,1210.97,857.05,N/A,353.92,41.30%,N/A,N/A,N/A,N/A,130.34,99.47,207.42,159.53,120.7,92.39,97.72,107.76,195.65,125.33,139.53,98.66,111.8,143.07,80.15,87.59,127.37,54.75,89.6,80.83,81.89,0,0,0,0,,,
Fortuna#PlayerValueM3#PL#NA#Overall,Player Value M3,PlayerValueM3,Fortuna,PL,NA,Overall,Average Revenue per User,Customer Mix,PLN,375.46,371.52,N/A,3.94,1.10%,Positive,479.25,324.12,47.90%,3424.98,2380.12,N/A,1044.86,43.90%,N/A,N/A,N/A,N/A,375.46,212.34,676.3,549.11,301.29,276.6,281.48,287.76,464.64,419.04,445.08,319.58,371.52,359.79,241.05,206.53,324.31,210.57,214.13,220.74,231.47,148122.2,188519.5,232360.2,243743.5,,,
Fortuna#PlayerValueM6#PL#NA#Overall,Player Value M6,PlayerValueM6,Fortuna,PL,NA,Overall,Average Revenue per User,Customer Mix,PLN,588.47,610.39,N/A,-21.92,-3.60%,Negative,701.92,535.97,31.00%,5243.23,3918.68,N/A,1324.55,33.80%,N/A,N/A,N/A,N/A,588.47,449.09,936.44,720.24,480.05,449.65,445.59,486.51,687.21,692.81,755.24,541.97,610.39,568.23,429.3,315.31,536.35,370.05,366.6,352.45,370,99153.73,111375.26,168032.05,69993.66,,,
Fortuna#PlayerValueM12#PL#NA#Overall,Player Value M12,PlayerValueM12,Fortuna,PL,NA,Overall,Average Revenue per User,Customer Mix,PLN,1018,873.99,N/A,144.01,16.50%,Positive,1214.27,812.12,49.50%,9457.87,6334.89,N/A,3122.98,49.30%,N/A,N/A,N/A,N/A,1018,776.89,1619.96,1245.96,942.67,721.57,763.18,841.62,1528.03,979.73,1194.88,894.68,873.99,860.08,702.3,499.17,918.85,596.32,701.49,583.77,598.92,4291158.62,3629483.51,2947594.48,3795796.32,,,
Fortuna#PlayerValueM24#PL#NA#Overall,Player Value M24,PlayerValueM24,Fortuna,PL,NA,Overall,Average Revenue per User,Customer Mix,PLN,1830.31,1571.39,N/A,258.93,16.50%,Positive,2183.2,1569.6,39.10%,17004.83,12045.95,N/A,4958.89,41.20%,N/A,N/A,N/A,N/A,1830.31,1396.81,2912.61,2240.17,1694.89,1297.34,1372.17,1513.2,2747.33,1761.51,1961.06,1386.74,1571.39,2010.86,1126.55,1231.11,1790.14,769.51,1259.31,1136.12,1150.95,3024984.86,2134260.18,1648943.75,2643112.29,,,
Fortuna#M3RetentionRate#PL#NA#Overall,M3 Retention Rate ,M3RetentionRate,Fortuna,PL,NA,Overall,Active Users,Database,%,56.20%,61.90%,N/A,-0.06,-9.20%,Negative,0.57,0.61,-6.00%,5.06,5.13,N/A,-0.07,-1.40%,N/A,N/A,N/A,N/A,56.18%,56.18%,62.56%,52.03%,42.94%,47.17%,61.80%,62.03%,64.74%,62.51%,61.68%,60.71%,61.90%,63.15%,56.67%,40.50%,52.32%,60.92%,55.22%,57.89%,64.29%,5168271.99,3769738.44,3091133.14,4518020.32,,,
Fortuna#M6RetentionRate#PL#NA#Overall,M6 Retention Rate ,M6RetentionRate,Fortuna,PL,NA,Overall,Active Users,Database,%,43.50%,50.10%,N/A,-0.07,-13.30%,Negative,0.43,0.47,-7.10%,3.91,3.99,N/A,-0.08,-2.00%,N/A,N/A,N/A,N/A,43.47%,43.47%,43.47%,43.47%,43.47%,48.45%,46.70%,36.81%,41.92%,46.09%,50.22%,49.88%,50.13%,48.90%,41.31%,35.92%,47.25%,46.60%,41.93%,38.78%,48.53%,0.24,0.23,0.23,0.24,,,
Fortuna#M12RetentionRate#PL#NA#Overall,M12 Retention Rate ,M12RetentionRate,Fortuna,PL,NA,Overall,Active Users,Database,%,37.40%,39.10%,N/A,-0.02,-4.40%,Negative,0.37,0.36,4.40%,3.36,3.32,N/A,0.04,1.20%,N/A,N/A,N/A,N/A,37.36%,37.36%,37.36%,37.36%,37.36%,37.36%,37.36%,37.36%,37.36%,37.56%,37.56%,43.56%,39.07%,34.36%,33.90%,28.34%,38.51%,42.74%,40.34%,35.23%,39.56%,6831730.4,7080275.24,6595520.92,6413930.61,,,
Fortuna#M24RetentionRate#PL#NA#Overall,M24 Retention Rate ,M24RetentionRate,Fortuna,PL,NA,Overall,Active Users,Database,%,29.40%,29.60%,N/A,0,-0.50%,Negative,0.29,0.3,-0.50%,2.65,2.66,N/A,-0.01,-0.50%,N/A,N/A,N/A,N/A,29.44%,29.44%,29.44%,29.44%,29.44%,29.44%,29.44%,29.44%,29.44%,29.61%,29.61%,29.61%,29.61%,29.61%,29.61%,29.61%,29.61%,29.61%,29.61%,29.61%,29.61%,838414.85,810355.66,799935.03,820590.6,,,
Fortuna#StakeAmount#PL#NA#Retail,Stake Amount,StakeAmount,Fortuna,PL,NA,Retail,Retail Customer Model,Retail Customer Model,PLN,19792062.77,17254979.37,20900000,2537083.4,14.70%,Positive,15057355.2,16554764.46,-9.00%,163803961.6,152611895.6,169210072.9,11192065.94,7.30%,-1107937.23,-5.30%,-5406111.3,-3.20%,19792062.77,17468000,14198582.14,13505483.46,20576030.72,20153729.61,21408578.13,18573752.94,18127741.8,19006551.93,19186997.81,19199528.88,17254979.37,16608359.1,15800954.91,17194201.79,15693992.19,17747530.12,18925913.65,16888286.09,16497678.41,0.31,0.29,0.3,0.32,,,
Fortuna#GrossWin#PL#NA#Retail,Gross Win,GrossWin,Fortuna,PL,NA,Retail,,,PLN,9837860.55,7651439.9,8911000,2186420.65,28.60%,Positive,6818944.31,7630409.13,-10.60%,65906538.32,67399132.68,66771435.46,-1492594.36,-2.20%,926860.55,10.40%,-864897.14,-1.30%,9837860.55,8493979.52,6803196.14,5159657.28,8027884.69,5252524.68,6601963.69,8151604.25,7577867.52,6825288.37,8111638.94,8136570.75,7651439.9,9010611.69,6229175.8,8618304.21,7569166.99,4798886.59,9272868.73,7579421.21,6669257.56,0.89,0.9,0.89,0.89,,,
Fortuna#BettingTax#PL#NA#Retail,Betting Tax,BettingTax,Fortuna,PL,NA,Retail,,,PLN,-2713079.42,-2359306.83,-2849978.6,-353772.59,15.00%,Negative,-2053169.56,-2251978,-8.80%,-22333092.06,-20787760.14,-23059153.09,-1545331.92,7.40%,136899.18,-4.80%,726061.02,-3.10%,-2713079.42,-2379525.9,-1941940.08,-1838042.71,-2788667.12,-2762688.59,-2917141.67,-2527092.43,-2464914.15,-2618155.19,-2587612.47,-2649366.39,-2359306.83,-2260218.12,-2136409.06,-2349444.56,-2133637.09,-2431478.04,-2567693.85,-2308008.06,-2241564.53,1512146.29,1165919.38,1049312.95,1361988.92,,,
Fortuna#NetGrossWin#PL#NA#Retail,Net Gross Win,NetGrossWin,Fortuna,PL,NA,Retail,,,PLN,7124781.13,5292133.07,6061021.4,1832648.06,34.60%,Positive,4765774.75,5378431.13,-11.40%,43573446.26,46611372.54,43712282.37,-3037926.28,-6.50%,1063759.73,17.60%,-138836.12,-0.30%,7124781.13,6114453.62,4861256.06,3321614.57,5239217.57,2489836.09,3684822.02,5624511.82,5112953.37,4207133.18,5524026.47,5487204.36,5292133.07,6750393.57,4092766.74,6268859.65,5435529.9,2367408.55,6705174.88,5271413.15,4427693.03,180468.34,128075.54,147098.47,161481.81,,,
Fortuna#NetGamingRevenue#PL#NA#Retail,Net Gaming Revenue,NetGamingRevenue,Fortuna,PL,NA,Retail,,,PLN,7004173.63,5170936.53,5926691.47,1833237.09,35.50%,Positive,4647323.9,5268101.72,-11.80%,42503573.09,45708820.49,42541816.8,-3205247.41,-7.00%,1077482.15,18.20%,-38243.71,-0.10%,7004173.63,5994550.44,4730206.64,3217214.63,5115085.95,2346520.79,3558403.54,5511344.79,5026072.68,3989266.97,5377998.95,5375238.6,5170936.53,6676978.25,3956390.38,6171389.65,5352127.72,2286203.45,6569574.38,5179296.01,4345924.11,14350,13646,12132,10940,,,
Fortuna#NetContribution#PL#NA#Retail,Net Contribution,NetContribution,Fortuna,PL,NA,Retail,,,PLN,6606084.37,4732615.97,5589369.15,1873468.4,39.60%,Positive,4299229.28,4879622.47,-11.90%,39254342.91,42320454.58,39283029.15,-3066111.67,-7.20%,1016715.22,18.20%,-28686.25,-0.10%,6606084.37,5670897.89,4402125.31,2824664.63,4740880.95,1972236.59,3189783.11,5166410.21,4681259.84,3472133.82,5008408.41,5016132.21,4732615.97,6309654.06,3596597.38,5807755.92,4947934.3,1905557.51,6196357.35,4808988.23,4014993.84,7670145.25,7890630.9,7395455.95,7234521.21,,,
Fortuna#BonusCostAs%OfNetGrossWin#PL#NA#Retail,Bonus Cost As % Of Net Gross Win,BonusCostAs%OfNetGrossWin,Fortuna,PL,NA,Retail,,,%,1.70%,2.30%,N/A,-0.01,-26.10%,Negative,0.03,0.02,16.20%,2.50%,1.90%,N/A,0.01,26.80%,N/A,N/A,N/A,N/A,1.70%,2.00%,2.70%,3.10%,2.40%,5.80%,3.40%,2.00%,1.70%,5.20%,2.60%,2.00%,2.30%,1.10%,3.30%,1.60%,1.50%,3.40%,2.00%,1.70%,1.80%,1758,1431,1204,792,,,
Fortuna#RevenueShare(NetGrossWinshare)#PL#NA#Retail,Revenue Share (Net Gross Win share),RevenueShare(NetGrossWinshare),Fortuna,PL,NA,Retail,Retail Customer Model,Retail Customer Model,%,70.00%,74.50%,N/A,-0.05,-6.10%,Negative,0.66,0.75,-11.70%,66.00%,75.60%,66.80%,-0.1,-12.70%,N/A,N/A,-0.01,-1.20%,69.95%,67.08%,66.47%,65.67%,66.03%,58.41%,59.17%,68.18%,66.66%,68.32%,70.10%,74.17%,74.53%,77.35%,73.67%,77.06%,75.09%,69.72%,78.05%,75.79%,74.15%,14516,13799,12272,11067,,,
Fortuna#UniqueActivePlayers#PL#NA#Retail,Unique Active Players,UniqueActivePlayers,Fortuna,PL,NA,Retail,Retail Customer Model,Retail Customer Model,#,24092,26183,20385.82,-2091,-8.00%,Negative,20991,25098,-16.40%,214394,244534,214586.91,-30140,-12.30%,3706.18,18.20%,-192.91,-0.10%,24092,22405,20171,20397,24122,25906,26752,25915,24634,26063,27235,27343,26183,25009,24102,27891,26101,28737,29973,29346,27192,137156,139089,121567,108555,,,
Fortuna#Database#PL#NA#Retail,Database,Database,Fortuna,PL,NA,Retail,Retail Customer Model,Retail Customer Model,#,24092,26183,N/A,-2091,-8.00%,Negative,20991,25098,-16.40%,214394,244534,N/A,-30140,-12.30%,N/A,N/A,N/A,N/A,24092,22405,20171,20397,24122,25906,26752,25915,24634,26063,27235,27343,26183,25009,24102,27891,26101,28737,29973,29346,27192,12751,12366,11066,10270,,,
Fortuna#FirstTimeDepositors#PL#NA#Retail,First Time Depositors,FirstTimeDepositors,Fortuna,PL,NA,Retail,Retail Customer Model,Retail Customer Model,#,N/A,N/A,N/A,N/A,N/A,N/A,1070.67,1408.33,-24.00%,15395,13309,N/A,2086,15.70%,N/A,N/A,N/A,N/A,1332,782,860,1570,2166,2213,2218,1790,2464,2753,1685,1131,998,931,2296,914,1487,1562,1835,1621,1665,1765,1433,1206,797,,,
Fortuna#ActivePlayerDays#PL#NA#Retail,Active Player Days,ActivePlayerDays,Fortuna,PL,NA,Retail,Retail Customer Model,Retail Customer Model,#,258171,269657,N/A,-11486,-4.30%,Negative,219334.67,255177.33,-14.00%,2312223,2487240,N/A,-175017,-7.00%,N/A,N/A,N/A,N/A,258171,240882,213791,203331,269694,277892,302181,273550,272731,273329,282014,296580,269657,264799,231076,251972,267953,292648,323035,297999,288101,143374,144839,126118,112537,,,
Fortuna#NetGrossWinPerUniqueActivePlayer#PL#NA#Retail,Net Gross Win Per Unique Active Player,NetGrossWinPerUniqueActivePlayer,Fortuna,PL,NA,Retail,Retail Customer Model,Retail Customer Model,PLN,135.86,99.48,N/A,36.38,36.60%,Positive,106.15,101.92,4.10%,203.24,190.61,N/A,12.63,6.60%,N/A,N/A,N/A,N/A,135.86,134.19,115.16,69.1,112.15,59.25,77.7,97.25,113.44,78.31,112.94,109.46,99.48,148,58.28,109.32,115.45,46.69,112.21,97.23,87.56,0.22,0.16,0.18,0.2,,,
Fortuna#StakeAmountPerActivePlayerDays#PL#NA#Retail,Stake Amount Per Active Player Days,StakeAmountPerActivePlayerDays,Fortuna,PL,NA,Retail,Retail Customer Model,Retail Customer Model,PLN,31.68,30.69,N/A,0.99,3.20%,Positive,30.2,30.14,0.20%,70.84,61.36,N/A,9.48,15.50%,N/A,N/A,N/A,N/A,31.68,31.27,29.83,29.51,32.9,31.98,31.74,31.15,31.34,32.7,32.3,30.94,30.69,29.88,29.86,30.34,29.36,29.65,29.26,28.69,28.98,122.29,107.44,102.35,147.27,,,
Fortuna#NetGrossWinMargin#PL#NA#Retail,Net Gross Win Margin,NetGrossWinMargin,Fortuna,PL,NA,Retail,Retail Customer Model,Retail Customer Model,PLN,0.36,0.31,0.29,0.05,17.40%,Positive,0.31,0.32,-3.50%,26.60%,30.50%,25.80%,-0.04,-12.90%,0.07,24.10%,0.01,3.00%,36.00%,35.00%,34.24%,24.59%,25.46%,12.35%,17.21%,30.28%,28.21%,22.14%,28.79%,28.58%,30.67%,40.64%,25.90%,36.46%,34.63%,13.34%,35.43%,31.21%,26.84%,0,0,0,0,,,
Fortuna#PlayerYield#PL#NA#Retail,Player Yield,PlayerYield,Fortuna,PL,NA,Retail,Retail Customer Model,Retail Customer Model,PLN,130.85,94.85,N/A,36,38.00%,Positive,219.93,209.54,5.00%,95.97,93.28,N/A,2.69,2.90%,N/A,N/A,N/A,N/A,290.73,267.55,234.51,157.73,212.05,90.58,133.01,212.67,204.03,153.06,197.47,196.59,197.49,266.98,164.15,221.27,205.05,79.56,219.18,176.49,159.82,-55.56,-38.15,-35.49,-60.75,,,
Fortuna#PlayerChurnRate#PL#NA#Retail,Player Churn Rate,PlayerChurnRate,Fortuna,PL,NA,Retail,Retail Customer Model,Retail Customer Model,%,-7.53%,-4.69%,N/A,-0.03,60.40%,Positive,0.02,0.02,6.80%,-2.30%,-1.90%,N/A,0,23.30%,N/A,N/A,N/A,N/A,-7.53%,-11.08%,1.11%,15.44%,6.89%,3.16%,-3.23%,-5.20%,5.48%,4.30%,0.39%,-4.43%,-4.69%,-3.76%,13.59%,-6.86%,9.17%,4.12%,-2.14%,-7.92%,,0.15,0.13,0.14,0.16,,,
Fortuna#StakeAmountAnonymousPlayers#PL#NA#Retail,Stake Amount Anonymous Players,StakeAmountAnonymousPlayers,Fortuna,PL,NA,Retail,Retail Customer Model,Retail Customer Model,PLN,11612025.99,8977996.44,N/A,2634029.55,29.30%,Positive,8421215.04,8858641.97,-4.90%,91296528.82,78984825.1,N/A,12311703.71,15.60%,N/A,N/A,N/A,N/A,11612025.99,9936496.36,7820977.71,7506171.05,11703265.29,11265384.41,11816999.77,10053561.49,9581646.75,10068292.55,10079291.39,10022428.47,8977996.44,8697162.46,8900767.01,9550077.68,7827085.7,9070091.86,9474685.74,8338926.73,8148031.48,543057.22,597264.17,490028.73,528598.18,,,
Fortuna#StakeAmountKnownPlayers#PL#NA#Retail,Stake Amount Known Players,StakeAmountKnownPlayers,Fortuna,PL,NA,Retail,,,PLN,8180036.78,8276982.93,N/A,-96946.15,-1.20%,Positive,6636140.16,7696122.49,-13.80%,72507432.75,73627070.53,N/A,-1119637.77,-1.50%,N/A,N/A,N/A,N/A,8180036.78,7531503.64,6377604.43,5999312.41,8872765.43,8888345.2,9591578.36,8520191.45,8546095.05,8938259.38,9107706.42,9177100.41,8276982.93,7911196.64,6900187.9,7644124.11,7866906.49,8677438.26,9451227.91,8549359.36,8349646.93,21094052.53,23759101.84,20962890.27,19036301.43,,,
Fortuna#StakeAmountShare#PL#NA#Retail,Stake Amount Share,StakeAmountShare,Fortuna,PL,NA,Retail,Retail Customer Model,Retail Customer Model,%,59.90%,67.00%,0.59,-0.07,-10.70%,Negative,0.56,0.67,-16.90%,58.00%,66.50%,58.40%,-0.08,-12.70%,0.01,1.70%,0,-0.60%,59.86%,58.54%,54.59%,54.22%,59.99%,58.54%,60.09%,58.95%,55.66%,57.24%,61.46%,67.52%,67.03%,67.29%,67.07%,66.26%,65.49%,66.27%,67.46%,66.70%,64.88%,7650199.63,5306734.45,4250048.16,6632534.43,,,
Fortuna#AnonymousPlayerStakeShare#PL#NA#Retail,Anonymous Player Stake Share,AnonymousPlayerStakeShare,Fortuna,PL,NA,Retail,Retail Customer Model,Retail Customer Model,%,58.70%,52.00%,N/A,0.07,12.80%,Positive,0.56,0.54,4.20%,32.30%,34.40%,N/A,-0.02,-6.00%,N/A,N/A,N/A,N/A,58.70%,56.90%,55.10%,55.60%,56.90%,55.90%,55.20%,54.10%,52.90%,53.00%,52.50%,52.20%,52.00%,52.40%,56.30%,55.50%,49.90%,51.10%,50.10%,49.40%,49.40%,0.36,0.22,0.2,0.35,,,
Fortuna#KnownPlayerStakeShare#PL#NA#Retail,Known Player Stake Share,KnownPlayerStakeShare,Fortuna,PL,NA,Retail,Retail Customer Model,Retail Customer Model,%,41.30%,48.00%,N/A,-0.07,-13.80%,Negative,0.44,0.46,-4.90%,25.70%,32.10%,N/A,-0.06,-19.90%,N/A,N/A,N/A,N/A,41.30%,43.10%,44.90%,44.40%,43.10%,44.10%,44.80%,45.90%,47.10%,47.00%,47.50%,47.80%,48.00%,47.60%,43.70%,44.50%,50.10%,48.90%,49.90%,50.60%,50.60%,3718476.27,4058000.62,3632952.59,3575951.67,,,
Fortuna#ChannelPlayerValues#PL#NA#Retail,Channel Player Values,ChannelPlayerValues,Fortuna,PL,NA,Retail,Retail Customer Model,Retail Customer Model,PLN,N/A,N/A,N/A,N/A,N/A,N/A,0.21,0.19,15.80%,1.91,1.48,N/A,0.43,29.20%,N/A,N/A,N/A,N/A,0.19,0.2,0.2,0.24,0.2,0.21,0.21,0.24,0.22,0.2,0.16,0.14,0.14,0.22,0.19,0.15,0.16,0.16,0.14,0.15,0.16,0.15,0.15,0.15,0.16,,,
Fortuna#MarketingSpend#PL#NA#Retail,Marketing Spend,MarketingSpend,Fortuna,PL,NA,Retail,,,PLN,-398089.26,-438320.56,-337322.32,40231.3,-9.20%,Positive,348094.63,388479.25,-10.40%,-3249230.18,-3388365.92,N/A,139135.74,-4.10%,-60766.93,18.00%,N/A,N/A,398089.26,323652.54,328081.33,392550,374204.99,374284.2,368620.43,344934.57,344812.85,517133.15,369590.55,359106.4,438320.56,367324.19,359793,363633.72,404193.42,380645.94,373217.03,370307.78,330930.27,392701.78,469225.44,278132.68,405145.38,,,
